Wavelength (nm),POM,POM.01,POM.02,POM.03,POM.04,POM.05,POM.06,POM.07,POM.08,POM.09,POM.10,POM.11,POM.12,POM.13,POM.14,POM.15,PETG,PETG.01,PETG.02,PETG.03,PETG.04,PETG.05,PETG.06,PETG.07,PETG.08,PETG.09,PETG.10,PETG.11,PETG.12,PETG.13,PETG.14,PETG.15,PETG.16,PETG.17,PETG.18,PETG.19,PETG.20,PETG.21,PETG.22,PETG.23,PETG.24,PETG.25,PET,PET.01,PET.02,PET.03,PET.04,PET.05,PET.06,PET.07,PET.08,PET.09,PMMA,PMMA.01,PMMA.02,PMMA.03,PMMA.04,PMMA.05,PMMA.06,PMMA.07,PMMA.08,PMMA.09,PMMA.10,PMMA.11,PMMA.12,PMMA.13,PMMA.14,PMMA.15,PMMA.16,PMMA.17,PMMA.18,PMMA.19,PMMA.20,PMMA.21,PMMA.22,PMMA.23,PMMA.24,PMMA.25,PMMA.26,PMMA.27,PVC,PVC.01,PVC.02,PVC.03,PVC.04,PVC.05,PVC.06,PVC.07,PVC.08,PVC.09,PVC.10,PVC.11,PVC.12,PVC.13,PVC.14,PVC.15,PVC.16,PVC.17,PVC.18,PVC.19,PVC.20,PVC.21,PVC.22,PVC.23,PVC.24,PVC.25,PVC.26,HDPE,HDPE.01,HDPE.02,HDPE.03,HDPE.04,HDPE.05,HDPE.06,HDPE.07,HDPE.08,HDPE.09,HDPE.10,HDPE.11,HDPE.12,HDPE.13,HDPE.14,HDPE.15,HDPE.16,HDPE.17,HDPE.18,HDPE.19,HDPE.20,HDPE.21,HDPE.22,HDPE.23,LDPE,LDPE.01,LDPE.02,LDPE.03,LDPE.04,LDPE.05,PP,PP.01,PP.02,PP.03,PP.04,PP.05,PP.06,PP.07,PP.08,PP.09,PP.10,PP.11,PP.12,PP.13,PP.14,PP.15,PP.16,PP.17,PP.18,PP.19,PP.20,PP.21,PP.22,PP.23,PP.24,PP.25,PP.26,PP.27,PP.28,PP.29,PP.30,PP.31,PP.32,PP.33,PP.34,PA66,PA66.01,PA66.02,PA66.03,PA66.04,PA66.05,PA6,PA6.01,PA6.02,PA6.03,PA6.04,PA6.05,PA6.06,PA6.07,PA6.08,PA6.09,PA6.10,PA6.11,PA6.12,PA6.13,PA6.14,PA6.15,PA6.16,PA66.06,PA66.07,PA66.08,PA66.09,PA66.10,PS,PS.01,PS.02,PS.03,PS.04,PS.05,PS.06,PS.07,PS.08,PS.09,PS.10,PS.11,PS.12,PS.13,PS.14,PS.15,PS.16,PS.17,PS.18,PS.19,PS.20,PET.10,PET.11,PET.12,PET.13,PET.14,PET.15,PET.16,PET.17,PET.18,PET.19,PET.20,PET.21,PET.22,PET.23,PET.24,PET.25,PET.26,PET.27,PET.28,PET.29,PET.30,PET.31,PET.32,PET.33,PET.34,PET.35,PET.36,PLA,PLA.01,PLA.02,PLA.03,PLA.04,PLA.05,PLA.06,PLA.07,PLA.08,PLA.09,PLA.10,PLA.11,PLA.12,PLA.13,PLA.14,PLA.15,PLA.16,PLA.17,PLA.18,PLA.19,PLA.20,PLA.21,TPU,TPU.01,TPU.02,TPU.03,TPU.04,TPU.05,TPU.06,TPU.07,TPU.08,TPU.09,TPU.10,TPU.11,TPU.12,TPU.13,TPU.14,ABS,ABS.01,ABS.02,ABS.03,ABS.04,ABS.05,ABS.06,ABS.07,ABS.08,ABS.09,ABS.10,ABS.11,ABS.12,ABS.13,ABS.14,ABS.15,PC,PC.01,PC.02,PC.03,PC.04,PC.05,PC.06,PC.07,PC.08,PC.09,PC.10,PC.11,PC.12,PC.13,PC.14,PC.15,PC.16,PC.17,PC.18,PC.19,PC.20,PC.21,PC.22,PC.23,PC.24,PC.25,PC.26,PC.27,PC.28,PC.29,PC.30,PC.31,PC.32
1849.2125984251968,21150,4379,22486,21769,21089,20909,21878,21673,21571,21556,20883,21632,20693,21672,20925,19323,58927,58938,58835,58806,58863,50551,50687,53015,48384,50659,58842,59407,59552,58759,58673,50772,49583,50886,50534,49904,58722,58871,58796,58649,58664,58627,64561,64455,64148,64499,64553,64235,64606,64566,64563,64582,48646,46842,61881,49196,49951,48862,50021,44542,50581,46016,62354,62304,58393,57214,57250,61645,46107,50844,50204,40561,44291,44662,40373,47503,47733,39246,46490,11443,25993,25230,24778,25156,24927,35719,38086,36275,33314,34366,14127,14049,11970,14241,13648,13838,10142,7934,15396,11593,13121,26793,26919,26726,16166,26517,15632,14243,16893,14445,14246,13522,14878,15109,15163,13327,13649,33030,33933,34000,34982,32462,33970,39587,24058,40524,40717,23711,39647,22064,22087,40914,35346,38771,40042,37594,38169,32520,33922,34467,35351,36493,31775,33611,18752,21031,20677,18513,19057,19357,17657,24182,24380,24297,23711,24326,24192,23904,23729,23258,23979,22360,22180,22908,14886,12893,13923,13769,12516,14152,13805,11790,26218,27023,28544,28025,32320,28827,50248,53553,50515,51844,52908,52415,48209,43877,44085,45436,47720,51317,49352,47323,50575,49424,48497,28596,24614,28144,27569,32905,58302,56247,56349,56132,56205,55716,5286,16508,6426,3585,14015,32704,32734,32623,32054,32355,31002,31079,30356,29397,29971,64450,64509,36719,64268,64446,64243,64549,63687,64682,64366,64509,64524,64383,64477,64496,64535,31025,31663,28352,33573,36163,54806,56142,55885,52286,52475,55438,31686,32327,32425,31854,31883,44594,44713,45242,43675,44531,43742,43375,43440,46777,43532,43510,28818,29899,30083,32169,30350,28005,36048,40815,31559,40952,34869,39912,35390,41420,36790,34003,39249,31815,39618,34279,34070,37262,37486,34536,32813,34036,37619,32578,34317,30621,31774,30312,29724,30461,27581,30187,31663,57436,57477,57322,57342,57068,57358,57618,57416,57455,57360,57450,57498,57457,57599,57481,57569,57313,57678,57636,57996,57664,58101,57684,57583,56975,57595,57532,57936,57601,57531,57461,57228,57322
1852.3622047244094,21403,4454,22649,22029,21253,21124,22155,21876,21748,21683,21069,21735,20921,21788,21185,19402,59500,59511,59407,59381,59425,51546,51631,54113,49370,51551,59421,59951,60120,59332,59249,51764,50489,51911,51491,50799,59260,59438,59376,59222,59238,59200,64674,64545,64259,64592,64622,64395,64692,64650,64648,64662,48732,46846,61681,48633,49710,48437,49739,44101,50450,45767,62130,62096,58131,56728,56637,60995,45486,50469,49757,40008,43434,45165,39475,46713,46786,38127,45453,12752,26648,25928,25432,25800,25565,34220,36816,34993,32017,33141,14535,14386,12046,14555,13842,14021,10480,8267,15823,11881,13343,27432,27556,27333,16268,27165,16719,15597,18413,15717,15563,14794,16076,16526,16615,14454,14913,31637,32722,33070,33474,30867,33102,40513,25236,41451,41586,24870,40579,22914,23242,42046,36581,39927,41147,38791,39342,31178,32839,33082,33937,35727,29772,32349,20040,22455,22020,19659,20438,20810,19119,25515,25745,25637,25027,25669,25501,25188,25203,24617,25402,23684,23459,24188,16404,14296,15200,15092,13896,15451,15088,13032,25061,26359,27638,27180,31534,28058,51131,54181,51239,52870,53846,53270,48892,44263,44569,46051,48147,52169,50159,48163,51688,50397,49257,27736,23828,27221,26942,32211,57955,55979,56077,55859,55955,55434,3905,15574,5244,2578,13128,32815,32866,32781,32122,32377,31096,31131,30453,29461,30022,64568,64591,35818,64384,64563,64305,64607,63765,64727,64455,64614,64630,64499,64585,64602,64641,30094,30603,27117,32261,35203,55423,56630,56358,52626,52749,55883,30323,31315,31391,30743,30954,45974,46044,46664,44995,45547,45177,44819,44999,48060,44841,45105,28780,29753,30139,33436,30634,27945,37020,41972,32256,42102,35718,41077,36339,42609,37782,34928,40331,32523,40693,35205,34889,37408,37583,34443,32693,34023,37753,32450,34134,30651,31874,30431,29720,30493,27368,30250,31798,57635,57679,57525,57543,57280,57559,57821,57570,57664,57554,57652,57699,57655,57787,57674,57753,57511,57865,57828,58224,57858,58302,57872,57776,57177,57777,57722,58142,57805,57729,57658,57405,57502
1855.5118110236222,21691,4548,22828,22291,21456,21355,22435,22082,21947,21829,21285,21869,21144,21909,21464,19481,59993,60003,59899,59874,59909,52477,52476,55101,50260,52348,59917,60406,60607,59823,59745,52617,51286,52831,52326,51591,59720,59924,59873,59715,59732,59692,64761,64640,64376,64675,64695,64535,64774,64733,64733,64741,48989,47027,61355,48269,49625,48228,49623,43900,50458,45716,62130,62111,58070,56414,56350,60751,45110,50259,49488,39636,42819,45531,38773,46105,46026,37221,44611,14234,27476,26797,26275,26621,26391,32813,35639,33722,30856,32096,15154,14916,12293,15063,14247,14410,11006,8842,16432,12356,13738,28223,28327,28086,16551,27988,18015,17108,20079,17109,16999,16197,17385,18067,18218,15677,16332,30429,31619,32331,32144,29434,32304,41313,26411,42261,42310,26034,41385,23760,24402,43111,37779,41019,42178,39932,40451,29950,31939,31779,32674,35137,27924,31206,21401,23947,23385,20805,21884,22363,20665,26858,27115,26980,26354,27007,26808,26482,26692,25976,26829,25019,24770,25476,17909,15721,16498,16532,15315,16795,16396,14353,24031,25878,26857,26454,30987,27338,52196,55057,52234,54100,55009,54237,49828,44912,45217,46884,48813,53194,51127,49226,52928,51584,50220,27045,23225,26471,26458,31689,57687,55773,55866,55648,55767,55216,2615,14676,4100,1698,12349,32942,33009,32945,32241,32402,31193,31208,30587,29568,30103,64674,64668,35106,64508,64658,64381,64679,63849,64784,64552,64711,64727,64606,64683,64702,64739,29292,29592,26047,31085,34410,55948,57046,56731,52921,53005,56272,29087,30371,30479,29864,30046,47376,47390,48095,46318,46580,46619,46276,46545,49335,46182,46670,28876,29746,30295,34971,31050,27969,38037,43154,32975,43312,36590,42263,37285,43845,38809,35937,41495,33271,41795,36143,35761,37664,37821,34478,32702,34164,38012,32497,34094,30864,32141,30689,29861,30682,27363,30469,32070,57755,57801,57649,57665,57414,57682,57944,57636,57797,57670,57775,57820,57775,57895,57789,57862,57636,57978,57945,58375,57974,58426,57985,57892,57306,57887,57835,58271,57935,57854,57779,57514,57608
1858.6614173228347,22009,4662,23007,22555,21707,21598,22716,22292,22176,22007,21532,22045,21377,22049,21756,19572,60455,60465,60361,60337,60363,53394,53291,56032,51103,53125,60382,60821,61063,60282,60209,53405,52039,53705,53111,52356,60157,60378,60338,60178,60194,60153,64875,64777,64536,64796,64809,64700,64892,64856,64856,64861,49446,47415,60899,48155,49720,48257,49676,43953,50628,45872,62359,62354,58232,56314,56419,60943,45015,50246,49435,39497,42501,45816,38321,45761,45517,36579,44037,15836,28466,27824,27292,27613,27394,31514,34522,32437,29822,31197,15933,15600,12696,15725,14835,14986,11661,9616,17207,12991,14303,29147,29218,28971,16995,28958,19475,18743,21857,18602,18532,17701,18802,19700,19932,16992,17872,29373,30583,31688,30978,28155,31510,42066,27627,43030,42975,27234,42143,24669,25583,44153,38965,42087,43178,41053,41534,28771,31153,30547,31544,34612,26274,30133,22780,25451,24727,21934,23337,23924,22205,28179,28453,28295,27659,28313,28088,27760,28139,27289,28204,26313,26069,26735,19322,17107,17759,18026,16706,18132,17683,15701,23169,25532,26209,25837,30633,26651,53357,56121,53439,55431,56312,55238,50914,45741,45932,47829,49651,54313,52174,50416,54183,52874,51290,26509,22778,25894,26082,31291,57571,55680,55769,55551,55693,55113,1511,13893,3026,979,11736,33146,33222,33167,32468,32492,31345,31365,30803,29764,30265,64809,64787,34517,64673,64783,64502,64795,63977,64886,64698,64838,64854,64744,64812,64834,64867,28567,28638,25138,30035,33746,56402,57437,57056,53206,53302,56638,27992,29425,29646,29163,29120,48795,48755,49529,47647,47661,48061,47743,48063,50608,47562,48185,29162,29930,30608,36718,31601,28100,39101,44360,33733,44581,37499,43463,38228,45127,39874,37012,42737,34074,42931,37102,36699,38094,38255,34700,32882,34505,38439,32773,34264,31308,32625,31124,30201,31075,27620,30887,32527,57825,57873,57722,57740,57498,57757,58016,57646,57883,57738,57850,57891,57844,57955,57857,57925,57714,58043,58015,58475,58040,58504,58050,57960,57387,57951,57899,58350,58017,57932,57852,57584,57667
1861.8110236220473,22353,4800,23170,22823,22004,21848,22995,22508,22438,22223,21805,22268,21635,22221,22058,19683,60914,60923,60822,60798,60816,54311,54109,56921,51918,53914,60843,61229,61516,60738,60671,54170,52781,54561,53882,53131,60603,60830,60800,60638,60653,60612,65040,64970,64751,64975,64978,64912,65060,65032,65033,65034,50091,47995,60286,48289,49973,48494,49863,44221,50941,46195,62765,62772,58579,56409,56790,61497,45170,50412,49583,39588,42468,46086,38118,45702,45260,36191,43740,17506,29589,28980,28448,28754,28545,30323,33423,31123,28890,30392,16809,16385,13228,16490,15559,15710,12381,10530,18119,13745,15015,30169,30203,29958,17562,30026,21044,20452,23693,20165,20132,19263,20311,21379,21699,18386,19482,28428,29573,31035,29943,27014,30657,42852,28932,43834,43674,28504,42932,25705,26801,45214,40161,43165,44193,42183,42628,27584,30408,29372,30513,34037,24846,29078,24131,26916,26015,23039,24747,25405,23658,29455,29734,29558,28914,29568,29324,29004,29499,28526,29481,27525,27321,27936,20580,18408,18936,19511,18010,19414,18912,17031,22496,25253,25683,25307,30401,25979,54495,57273,54745,56725,57632,56177,52007,46622,46599,48755,50558,55418,53194,51603,55327,54130,52342,26097,22440,25466,25762,30950,57649,55729,55816,55598,55758,55155,675,13294,2059,447,11318,33473,33554,33492,32847,32701,31592,31645,31133,30085,30545,64994,64966,33965,64889,64963,64674,64964,64161,65041,64907,65014,65029,64926,64989,65014,65041,27852,27745,24363,29085,33154,56797,57834,57370,53503,53673,56999,27038,28415,28844,28560,28144,50195,50110,50928,48959,48785,49466,49184,49509,51853,48942,49602,29638,30303,31083,38594,32245,28316,40193,45577,34533,45891,38443,44661,39159,46435,40964,38114,44033,34925,44094,38081,37696,38733,38901,35135,33241,35051,39042,33291,34671,31988,33336,31744,30757,31685,28150,31516,33181,57872,57919,57769,57791,57557,57808,58063,57628,57944,57783,57900,57938,57890,57991,57901,57965,57769,58085,58062,58545,58081,58558,58092,58001,57443,57995,57936,58400,58076,57985,57900,57638,57704
1864.9606299212599,22716,4968,23308,23099,22343,22102,23274,22733,22732,22481,22101,22539,21931,22436,22366,19824,61365,61374,61277,61250,61263,55187,54908,57728,52673,54688,61296,61625,61963,61187,61125,54901,53488,55372,54619,53892,61056,61277,61254,61091,61105,61064,65246,65200,65004,65199,65183,65161,65263,65244,65245,65244,50862,48707,59465,48611,50318,48864,50112,44616,51340,46607,63240,63258,59020,56625,57324,62235,45488,50690,49869,39851,42640,46405,38098,45874,45194,35981,43658,19198,30804,30225,29697,30002,29798,29232,32306,29777,28027,29626,17716,17216,13851,17302,16365,16536,13100,11520,19126,14568,15843,31242,31245,31007,18201,31136,22667,22178,25526,21757,21758,20833,21885,23052,23459,19834,21100,27554,28558,30279,28999,25985,29703,43734,30364,44731,44480,29867,43817,26913,28068,46318,41377,44276,45249,43339,43753,26345,29635,28240,29542,33310,23645,27994,25415,28300,27229,24121,26072,26737,24965,30670,30941,30755,30102,30762,30504,30200,30741,29670,30636,28630,28498,29062,21648,19592,19999,20925,19185,20600,20055,18304,22003,24966,25250,24829,30205,25304,55479,58380,56013,57834,58822,56951,52947,47408,47101,49519,51402,56389,54070,52640,56237,55204,53238,25764,22149,25144,25442,30598,57929,55922,56008,55788,55963,55342,163,12930,1238,119,11098,33954,34037,33950,33403,33067,31965,32076,31596,30549,30970,65216,65192,33361,65132,65188,64873,65161,64383,65225,65158,65225,65238,65137,65200,65228,65246,27084,26913,23680,28202,32571,57129,58238,57687,53807,54116,57347,26210,27303,28031,27971,27105,51508,51392,52226,50199,49901,50771,50527,50813,53006,50245,50849,30249,30805,31667,40510,32889,28552,41281,46774,35356,47201,39398,45826,40053,47730,42049,39186,45333,35797,45256,39058,38722,39571,39736,35768,33746,35764,39791,34018,35296,32871,34248,32524,31511,32487,28917,32329,34009,57906,57952,57803,57829,57602,57848,58096,57596,57991,57815,57938,57972,57922,58015,57934,57991,57810,58113,58094,58595,58107,58598,58120,58027,57485,58026,57958,58433,58120,58024,57933,57688,57728
1868.1102362204724,23095,5175,23426,23391,22719,22363,23558,22975,23059,22784,22414,22857,22278,22702,22680,20005,61768,61775,61682,61654,61661,55924,55604,58356,53283,55354,61699,61971,62360,61587,61529,55528,54078,56052,55244,54551,61477,61676,61659,61497,61509,61466,65440,65416,65240,65414,65370,65395,65447,65439,65440,65437,51656,49454,58368,49012,50657,49254,50332,45012,51740,46995,63635,63663,59424,56843,57812,62891,45829,50972,50184,40179,42875,46826,38146,46157,45197,35815,43665,20885,32065,31514,30986,31312,31104,28224,31152,28414,27196,28855,18603,18043,14528,18116,17201,17412,13774,12531,20184,15414,16746,32319,32304,32072,18863,32233,24296,23863,27289,23337,23363,22356,23489,24666,25149,21303,22667,26723,27522,29357,28107,25044,28632,44742,31929,45745,45429,31326,44827,28302,29383,47467,42603,45421,46351,44520,44913,25042,28789,27144,28594,32365,22660,26859,26610,29574,28361,25181,27288,27879,26088,31814,32066,31880,31215,31889,31625,31338,31850,30716,31658,29619,29582,30107,22521,20644,20935,22220,20201,21660,21095,19490,21653,24604,24868,24369,29955,24612,56177,59298,57087,58618,59730,57467,53577,47953,47342,49992,52045,57103,54693,53389,56805,55958,53852,25456,21840,24875,25068,30174,58379,56234,56321,56098,56281,55651,0,12824,599,0,11052,34598,34683,34552,34136,33605,32477,32666,32194,31157,31542,65423,65410,32632,65346,65408,65043,65331,64590,65384,65396,65424,65432,65329,65397,65426,65436,26214,26131,23036,27354,31936,57369,58615,57981,54080,54585,57641,25484,26084,27180,27324,26007,52637,52506,53330,51281,50919,51882,51664,51879,53972,51350,51830,30883,31321,32245,42378,33402,28701,42307,47907,36160,48452,40316,46911,40876,48954,43076,40159,46568,36635,46373,39990,39721,40557,40691,36538,34332,36566,40619,34879,36071,33886,35296,33411,32405,33421,29845,33267,34956,57919,57961,57812,57845,57623,57865,58105,57542,58014,57825,57953,57982,57930,58018,57943,57994,57825,58116,58102,58612,58107,58615,58124,58028,57502,58033,57953,58438,58138,58037,57939,57720,57729
1871.259842519685,23492,5431,23543,23709,23124,22637,23854,23246,23418,23131,22745,23221,22684,23025,23007,20234,62046,62049,61961,61931,61934,56378,56059,58658,53616,55759,61977,62195,62630,61861,61808,55925,54413,56467,55621,54961,61788,61952,61940,61779,61790,61744,65535,65535,65378,65535,65459,65535,65535,65535,65535,65535,52342,50114,56924,49345,50866,49533,50418,45266,52039,47237,63780,63816,59637,56915,58006,63152,46022,51125,50391,40427,42989,47383,38106,46376,45107,35526,43587,22564,33329,32806,32270,32634,32415,27275,29964,27066,26371,28052,19436,18833,15222,18900,18024,18295,14379,13527,21249,16248,17684,33359,33343,33110,19503,33269,25903,25454,28922,24863,24902,23783,25075,26175,26718,22750,24129,25922,26467,28248,27235,24175,27457,45863,33605,46860,46512,32855,45948,29844,30727,48638,43815,46576,47479,45702,46083,23693,27854,26087,27641,31183,21863,25674,27704,30721,29414,26223,28383,28820,27020,32882,33108,32933,32250,32953,32683,32412,32826,31668,32556,30498,30568,31073,23219,21564,21744,23357,21048,22573,22026,20570,21385,24116,24487,23889,29576,23894,56479,59892,57815,58964,60224,57650,53771,48131,47255,50073,52361,57456,54972,53731,56952,56283,54084,25123,21455,24601,24601,29639,58941,56621,56712,56484,56666,56037,174,12975,177,84,11136,35392,35482,35293,35025,34310,33127,33404,32916,31895,32250,65535,65535,31731,65449,65535,65104,65391,64701,65437,65535,65535,65535,65425,65505,65535,65535,25219,25383,22379,26522,31202,57467,58894,58190,54255,54992,57811,24828,24791,26286,26570,24879,53466,53337,54131,52097,51714,52693,52469,52599,54632,52116,52439,31391,31696,32661,44130,33633,28629,43202,48914,36880,49568,41125,47856,41575,50035,43977,40957,47653,37366,47380,40814,40616,41599,41664,37348,34907,37349,41432,35764,36889,34935,36392,34329,33361,34405,30827,34246,35942,57878,57914,57766,57805,57589,57827,58058,57438,57979,57780,57911,57934,57882,57966,57896,57940,57783,58061,58053,58565,58052,58575,58074,57971,57461,57985,57893,58384,58098,57992,57888,57703,57676
1874.4094488188975,23911,5743,23686,24065,23553,22936,24175,23560,23810,23523,23092,23628,23153,23408,23355,20519,62103,62101,62019,61988,61987,56375,56100,58466,53516,55714,62034,62202,62674,61914,61864,55931,54326,56448,55584,54939,61891,62011,62003,61842,61853,61801,65419,65459,65319,65453,65353,65476,65429,65431,65432,65439,52776,50553,55067,49452,50821,49567,50275,45239,52134,47214,63510,63554,59504,56687,57654,62702,45892,51007,50345,40433,42785,48086,37807,46327,44743,34934,43228,24253,34563,34068,33513,33931,33694,26361,28773,25778,25534,27213,20207,19570,15906,19642,18810,19149,14920,14492,22287,17046,18623,34326,34334,34084,20093,34211,27484,26910,30379,26298,26336,25074,26595,27543,28132,24134,25446,25154,25413,26975,26368,23365,26218,47042,35335,48021,47676,34404,47128,31477,32069,49784,44975,47701,48590,46845,47224,22343,26842,25077,26668,29795,21212,24469,28699,31740,30400,27244,29361,29579,27776,33873,34071,33917,33213,33957,33681,33420,33680,32539,33351,31284,31458,31969,23787,22361,22445,24316,21732,23330,22847,21531,21122,23474,24055,23361,29012,23149,56306,60050,58068,58797,60202,57453,53441,47856,46808,49707,52251,57369,54846,53591,56637,56111,53871,24720,20950,24274,24022,28982,59537,57029,57125,56890,57064,56446,644,13354,0,361,11295,36302,36404,36151,36033,35155,33899,34263,33737,32735,33068,65451,65460,30644,65346,65461,64963,65249,64619,65290,65471,65465,65452,65336,65432,65461,65452,24108,24647,21665,25696,30346,57359,58976,58221,54240,55222,57763,24211,23486,25360,25698,23765,53880,53764,54519,52538,52148,53097,52810,52863,54858,52393,52570,31608,31759,32738,45723,33432,28199,43884,49724,37436,50464,41743,48594,42093,50891,44673,41506,48497,37907,48199,41450,41319,42582,42532,38081,35368,37991,42123,36545,37617,35912,37435,35198,34284,35346,31750,35176,36880,57736,57766,57618,57660,57450,57686,57907,57237,57839,57632,57765,57780,57729,57810,57744,57784,57638,57902,57900,58409,57895,58431,57922,57813,57318,57835,57731,58225,57952,57845,57733,57587,57522
1877.5590551181103,24357,6114,23886,24468,23999,23268,24530,23929,24231,23955,23456,24074,23681,23850,23733,20860,61843,61832,61757,61725,61722,55747,55554,57617,52828,55030,61772,61898,62392,61648,61601,55376,53647,55830,54962,54303,61685,61754,61751,61590,61602,61540,64982,65094,64970,65064,64960,65117,65036,65032,65037,65056,52825,50649,52755,49182,50409,49243,49824,44816,51937,46831,62695,62749,58896,56019,56543,61277,45284,50495,49913,40048,42083,48920,37090,45810,43936,33874,42403,25984,35749,35283,34699,35174,34917,25460,27624,24597,24683,26355,20931,20257,16564,20345,19548,19954,15427,15431,23276,17804,19539,35202,35255,34969,20621,35046,29050,28205,31628,27616,27636,26204,28003,28754,29374,25413,26597,24429,24389,25603,25501,22610,24972,48198,37037,49149,48832,35903,48285,33108,33367,50848,46035,48742,49626,47899,48282,21056,25789,24128,25675,28274,20662,23290,29607,32642,31329,28236,30237,30199,28392,34789,34966,34840,34114,34907,34620,34360,34434,33345,34070,32005,32266,32808,24277,23051,23061,25093,22270,23935,23565,22371,20780,22678,23529,22763,28234,22376,55620,59699,57754,58088,59609,56855,52555,47087,46004,48881,51653,56798,54284,52934,55855,55421,53195,24216,20300,23854,23332,28218,60082,57403,57505,57262,57419,56822,1350,13916,85,813,11474,37287,37408,37095,37112,36102,34768,35207,34627,33643,33961,65072,65081,29387,64943,65075,64534,64813,64250,64854,65107,65124,65093,64972,65089,65114,65099,22917,23895,20865,24881,29369,56971,58752,57965,53934,55146,57398,23603,22252,24432,24725,22717,53780,53681,54402,52504,52093,53005,52574,52583,54536,52053,52139,31377,31349,32309,47140,32676,27288,44273,50265,37744,51058,42080,49056,42369,51442,45087,41742,49015,38171,48749,41816,41739,43387,43171,38613,35615,38373,42588,37096,38119,36720,38332,35939,35086,36160,32506,35970,37684,57440,57464,57318,57358,57157,57389,57603,56890,57543,57329,57463,57469,57419,57499,57436,57476,57342,57591,57595,58094,57587,58135,57621,57502,57024,57534,57420,57915,57651,57547,57426,57321,57219
1880.708661417323,24831,6538,24168,24920,24456,23640,24924,24357,24677,24422,23834,24549,24257,24340,24146,21255,61188,61166,61098,61066,61064,54367,54283,55993,51434,53560,61115,61208,61705,60985,60941,54126,52242,54484,53620,52908,61088,61104,61107,60945,60960,60885,64136,64368,64259,64283,64209,64369,64285,64264,64278,64315,52385,50303,49982,48414,49548,48484,49020,43925,51388,46030,61265,61330,57724,54810,54533,58716,44086,49499,48997,39158,40750,49854,35836,44659,42557,32225,40968,27795,36883,36448,35827,36353,36081,24555,26573,23565,23824,25512,21636,20912,17188,21029,20245,20703,15943,16366,24204,18533,20420,35976,36097,35755,21089,35777,30628,29326,32659,28799,28784,27163,29262,29803,30444,26556,27578,23756,23424,24220,24646,21910,23779,49235,38621,50154,49877,37273,49323,34639,34574,51771,46951,49646,50530,48813,49203,19894,24741,23252,24669,26716,20161,22191,30445,33445,32215,29191,31032,30734,28917,35638,35804,35711,34965,35810,35505,35236,35115,34104,34746,32691,33009,33602,24746,23653,23621,25702,22689,24400,24189,23093,20289,21752,22878,22084,27238,21583,54418,58807,56829,56851,58434,55862,51132,45833,44874,47621,50550,55733,53289,51772,54633,54234,52073,23590,19502,23315,22548,27381,60500,57699,57806,57554,57687,57121,2220,14610,440,1418,11632,38300,38448,38088,38213,37105,35701,36194,35554,34583,34892,64320,64315,28003,64172,64288,63752,64020,63524,64064,64366,64440,64386,64263,64403,64426,64408,21699,23098,19967,24092,28292,56241,58120,57319,53247,54652,56626,22980,21169,23537,23699,21784,53105,53017,53721,51930,51456,52359,51685,51700,53588,51007,51092,30580,30345,31250,48391,31291,25813,44300,50471,37728,51282,42059,49182,42347,51621,45148,41620,49136,38083,48956,41838,41797,43906,43473,38837,35565,38398,42743,37310,38277,37282,39011,36495,35693,36779,33012,36561,38287,56951,56970,56827,56859,56668,56897,57105,56359,57052,56833,56965,56961,56913,56992,56932,56980,56859,57089,57101,57586,57091,57647,57132,57005,56542,57045,56924,57416,57159,57062,56929,56866,56730
